DateTime,XBOX,PS,PC
3/8/2019 0:00,1407264,1684182,2494165
3/9/2019 0:00,1370655,1625593,2362700
3/10/2019 0:00,1335375,1589937,2281409
3/11/2019 0:00,1317757,1592528,2324843
3/12/2019 0:00,1333236,1602882,2387097
3/13/2019 0:00,1357465,1643750,2412311
3/14/2019 0:00,1379245,1662437,2378577
3/15/2019 0:00,1400507,1679732,2444012
3/16/2019 0:00,1395406,1676049,2379582
3/17/2019 0:00,1391799,1653556,2356275
3/18/2019 0:00,1376444,1640903,2318953
3/19/2019 0:00,1348792,1626736,2336968
3/20/2019 0:00,1307083,1579326,2289198
3/21/2019 0:00,1254014,1502229,2179351
3/22/2019 0:00,1210451,1458646,2088315
3/23/2019 0:00,1236153,1494153,2111702
3/24/2019 0:00,1230306,1477632,2079953
3/25/2019 0:00,1230819,1475569,2114683
3/26/2019 0:00,1238208,1484646,2130664
3/27/2019 0:00,1243479,1497406,2091362
3/28/2019 0:00,1268188,1524160,2116573
3/29/2019 0:00,1280882,1535926,2128862
3/30/2019 0:00,1283979,1525847,2153131
3/31/2019 0:00,1272848,1520925,2172524
4/1/2019 0:00,1284385,1556470,2156521
4/2/2019 0:00,1319396,1587479,2202740
4/3/2019 0:00,1325236,1608951,2198605
4/4/2019 0:00,1327611,1609433,2213866
4/5/2019 0:00,1329243,1595694,2282135
4/6/2019 0:00,1308319,1576191,2203250
4/7/2019 0:00,1290354,1554944,2187977
4/8/2019 0:00,1288507,1553792,2189231
4/9/2019 0:00,1291938,1566229,2173414
4/10/2019 0:00,1282965,1560333,2199619
4/11/2019 0:00,1293243,1569615,2207022
4/12/2019 0:00,1287736,1561521,2191248
4/13/2019 0:00,1281396,1538839,2165273
4/14/2019 0:00,1260813,1515000,2114317
4/15/2019 0:00,1215965,1487403,2087595
4/16/2019 0:00,1212569,1473140,2083365
4/17/2019 0:00,1185368,1452160,2066426
4/18/2019 0:00,1184361,1423120,2046000
4/19/2019 0:00,1182181,1420313,2042000
4/20/2019 0:00,1191958,1422347,2038111
4/21/2019 0:00,1178403,1390282,1984705
4/22/2019 0:00,1153179,1326699,1906128
4/23/2019 0:00,1125903,1297903,1847273
4/24/2019 0:00,1058563,1283797,1773982
4/25/2019 0:00,1072014,1284701,1768290
4/26/2019 0:00,1075028,1277597,1710158
4/27/2019 0:00,1058424,1253458,1641125
4/28/2019 0:00,1033375,1195667,1643190
4/29/2019 0:00,981625,1142396,1602313
4/30/2019 0:00,954264,1089951,1543815
5/1/2019 0:00,949396,1113382,1545098
5/2/2019 0:00,966188,1142243,1549000
5/3/2019 0:00,987958,1169868,1552284
5/4/2019 0:00,986792,1164056,1559316
5/5/2019 0:00,972578,1125168,1527175
5/6/2019 0:00,956850,1094681,1487250
5/7/2019 0:00,914688,1069347,1464716
5/8/2019 0:00,897840,1065313,1455563
5/9/2019 0:00,886224,1049364,1417204
5/10/2019 0:00,884194,1044090,1389957
5/11/2019 0:00,910294,1090727,1437829
5/12/2019 0:00,898660,1063667,1395152
5/13/2019 0:00,885375,1042701,1405520
5/14/2019 0:00,901556,1066965,1398933
5/15/2019 0:00,914632,1086846,1397800
5/16/2019 0:00,923143,1094185,1410886
5/17/2019 0:00,928938,1104757,1421353
5/18/2019 0:00,962972,1135958,1482700
5/19/2019 0:00,925420,1107396,1462800
5/20/2019 0:00,911958,1090329,1441371
5/21/2019 0:00,914431,1099085,1435250
5/22/2019 0:00,917188,1104204,1457125
5/23/2019 0:00,934385,1130043,1470480
5/24/2019 0:00,969486,1172916,1529636
5/25/2019 0:00,980326,1174902,1517421
5/26/2019 0:00,951910,1128042,1503103
5/27/2019 0:00,945417,1130126,1456563
5/28/2019 0:00,957266,1146657,1481206
5/29/2019 0:00,961035,1157923,1482120
5/30/2019 0:00,967912,1163496,1491900
5/31/2019 0:00,986097,1187964,1493868
6/1/2019 0:00,981196,1161345,1508320
6/2/2019 0:00,944563,1114275,1457739
6/3/2019 0:00,940112,1106111,1442538
6/4/2019 0:00,949338,1123715,1455368
6/5/2019 0:00,956525,1127408,1457846
6/6/2019 0:00,975385,1150113,1457500
6/7/2019 0:00,991632,1178236,1480143
6/8/2019 0:00,984852,1161218,1493480
6/9/2019 0:00,966483,1122797,1470231
6/10/2019 0:00,947503,1110270,1465360
6/11/2019 0:00,948210,1115818,1451917
6/12/2019 0:00,951801,1122528,1467360
6/13/2019 0:00,967729,1135290,1471667
6/14/2019 0:00,977854,1159580,1487455
6/15/2019 0:00,954722,1123472,1485958
6/16/2019 0:00,927594,1064826,1442115
6/17/2019 0:00,891755,1030902,1395852
6/18/2019 0:00,878424,1008615,1353938
6/19/2019 0:00,879917,1009549,1380825
6/20/2019 0:00,874585,1002811,1358563
6/21/2019 0:00,873368,1002846,1314976
6/22/2019 0:00,838681,950838,1224111
6/23/2019 0:00,777201,863972,1181859
6/24/2019 0:00,716472,820944,1132031
6/25/2019 0:00,701840,794917,1066952
6/26/2019 0:00,694021,771958,1048500
6/27/2019 0:00,701930,794532,1035635
6/28/2019 0:00,712757,813542,1060156
6/29/2019 0:00,691042,787806,1034924
6/30/2019 0:00,683660,767451,1021917
7/1/2019 0:00,674556,768090,1004016
7/2/2019 0:00,678208,783229,1030485
7/3/2019 0:00,660342,769043,998564
7/4/2019 0:00,659549,768618,983548
7/5/2019 0:00,686493,793653,1014111
7/6/2019 0:00,678764,789785,1002183
7/7/2019 0:00,672146,780014,991576
7/8/2019 0:00,678153,776222,996923
7/9/2019 0:00,681306,778764,997719
7/10/2019 0:00,674746,779451,1005977
7/11/2019 0:00,693306,797597,1049321
7/12/2019 0:00,724771,828140,1107705
7/13/2019 0:00,726132,822056,1099938
7/14/2019 0:00,717424,813458,1118034
7/15/2019 0:00,706438,808653,1085429
7/16/2019 0:00,697634,805606,1095784
7/17/2019 0:00,702958,806266,1105400
7/18/2019 0:00,706444,820799,1105623
7/19/2019 0:00,725424,832035,1150774
7/20/2019 0:00,712528,822764,1124824
7/21/2019 0:00,706514,806993,1118681
7/22/2019 0:00,700444,799417,1075433
7/23/2019 0:00,699743,804194,1096400
7/24/2019 0:00,699194,805326,1073594
7/25/2019 0:00,711500,813139,1091258
7/26/2019 0:00,713576,812924,1081600
7/27/2019 0:00,668840,750847,1010221
7/28/2019 0:00,654944,732125,1003209
7/29/2019 0:00,631063,704713,957576
7/30/2019 0:00,600590,688757,935484
7/31/2019 0:00,582285,659539,899953
8/1/2019 0:00,528063,603417,866155
8/2/2019 0:00,559582,631880,862647
8/3/2019 0:00,531993,602875,867271
8/4/2019 0:00,483360,532511,830703
8/5/2019 0:00,459043,510417,818094
8/6/2019 0:00,416319,488210,721818
8/7/2019 0:00,396224,483542,694889
8/8/2019 0:00,427601,503050,698696
8/9/2019 0:00,486091,556690,756421
8/10/2019 0:00,478872,543631,778121
8/11/2019 0:00,458799,521350,784257
8/12/2019 0:00,464568,521474,750588
8/13/2019 0:00,457993,523007,761935
8/14/2019 0:00,447428,514508,747273
8/15/2019 0:00,480649,559419,763750
8/16/2019 0:00,527355,590537,845000
8/17/2019 0:00,526931,594262,861286
8/18/2019 0:00,528854,584938,832556
8/19/2019 0:00,526681,589493,859353
8/20/2019 0:00,544076,601472,940158
8/21/2019 0:00,553188,610403,1049313
8/22/2019 0:00,568545,634229,1022444
8/23/2019 0:00,594375,660215,972813
8/24/2019 0:00,561833,609396,956056
8/25/2019 0:00,559292,606313,966647
8/26/2019 0:00,558313,606278,971000
8/27/2019 0:00,565205,610740,994462
8/28/2019 0:00,560643,608986,970667
8/29/2019 0:00,579014,630416,976625
8/30/2019 0:00,601569,651142,1004143
8/31/2019 0:00,580648,628800,1035294
9/1/2019 0:00,576875,619340,1001467
9/2/2019 0:00,551319,608361,1041444
9/3/2019 0:00,563861,610476,1060947
9/4/2019 0:00,567819,605396,1007200
9/5/2019 0:00,583287,619437,1012938
9/6/2019 0:00,594662,626294,1026474
9/7/2019 0:00,582007,607063,1014600
9/8/2019 0:00,572420,597778,991188
9/9/2019 0:00,566229,599840,1014875
9/10/2019 0:00,556119,598462,1049091
9/11/2019 0:00,559944,596993,1059000
9/12/2019 0:00,565351,603706,1061833
9/13/2019 0:00,579119,604323,1060000
9/14/2019 0:00,576752,604793,1011250
9/15/2019 0:00,586140,601016,1139500
9/16/2019 0:00,582062,606217,1107833
9/17/2019 0:00,577990,609938,1146000
