DateTime,XBOX,PS,PC
7/25/2019 0:00,322723,350239,427346
7/26/2019 0:00,320147,346298,431125
7/27/2019 0:00,300618,324667,431438
7/28/2019 0:00,298643,321243,430654
7/29/2019 0:00,298770,318230,417400
7/30/2019 0:00,293029,308692,421522
7/31/2019 0:00,279297,298212,402452
8/1/2019 0:00,258412,276607,373087
8/2/2019 0:00,263308,282326,366222
8/3/2019 0:00,243719,263769,360818
8/4/2019 0:00,227673,238102,360867
8/5/2019 0:00,218441,233436,324150
8/6/2019 0:00,201431,207982,304182
8/7/2019 0:00,197252,202852,315400
8/8/2019 0:00,201882,220151,334333
8/9/2019 0:00,228678,240150,351273
8/10/2019 0:00,221120,233966,355308
8/11/2019 0:00,217120,229362,362429
8/12/2019 0:00,223698,239205,356267
8/13/2019 0:00,223677,230449,368231
8/14/2019 0:00,204658,225740,348500
8/15/2019 0:00,225405,234700,349750
8/16/2019 0:00,250452,255783,352375
8/17/2019 0:00,254612,266171,391400
8/18/2019 0:00,252364,265444,391000
8/19/2019 0:00,252636,270682,372286
8/20/2019 0:00,255813,275604,394556
8/21/2019 0:00,259647,279051,405286
8/22/2019 0:00,272518,288161,406111
8/23/2019 0:00,286037,306634,418714
8/24/2019 0:00,279164,292114,423375
8/25/2019 0:00,279689,287409,422111
8/26/2019 0:00,284345,289704,424000
8/27/2019 0:00,283569,294825,437000
8/28/2019 0:00,282391,294669,431000
8/29/2019 0:00,281504,301419,426000
8/30/2019 0:00,299968,312963,435667
8/31/2019 0:00,291621,312857,420714
9/1/2019 0:00,285421,307992,428000
9/2/2019 0:00,283911,299860,437400
9/3/2019 0:00,292340,308448,436250
9/4/2019 0:00,302866,300063,434375
9/5/2019 0:00,296729,313157,421000
9/6/2019 0:00,297455,316424,436667
9/7/2019 0:00,291077,295618,436444
9/8/2019 0:00,289861,292410,433125
9/9/2019 0:00,295486,293569,439286
9/10/2019 0:00,301909,297174,409714
9/11/2019 0:00,293514,292217,0
9/12/2019 0:00,298813,297104,440000
9/13/2019 0:00,303694,310469,440000
9/14/2019 0:00,317275,310124,439667
9/15/2019 0:00,306635,306802,435000
9/16/2019 0:00,331489,311693,437500
9/17/2019 0:00,329394,314745,440000
