DateTime,XBOX,PS,PC
2/7/2019 0:00,209629,234908,309700
2/8/2019 0:00,212524,240931,314456
2/9/2019 0:00,215000,239817,308519
2/10/2019 0:00,211686,236486,311257
2/11/2019 0:00,210194,237215,312343
2/12/2019 0:00,210074,235584,313464
2/13/2019 0:00,203679,227193,312455
2/14/2019 0:00,205246,232513,312447
2/15/2019 0:00,206339,232453,311554
2/16/2019 0:00,182930,201459,271765
2/17/2019 0:00,178102,195513,264222
2/18/2019 0:00,176685,194337,265889
2/19/2019 0:00,178847,198219,263254
2/20/2019 0:00,179138,200132,269671
2/21/2019 0:00,190329,211978,276118
2/22/2019 0:00,196623,220000,288986
2/23/2019 0:00,189931,210443,280468
2/24/2019 0:00,185831,203124,279410
2/25/2019 0:00,186641,207319,282657
2/26/2019 0:00,189964,208978,282803
2/27/2019 0:00,188614,208489,288265
2/28/2019 0:00,195937,217600,290115
3/1/2019 0:00,197607,216985,287914
3/2/2019 0:00,182901,200317,263826
3/3/2019 0:00,169540,189935,253437
3/4/2019 0:00,167056,187688,235403
3/5/2019 0:00,170535,190411,239000
3/6/2019 0:00,169717,189241,249953
3/7/2019 0:00,178132,198698,247796
3/8/2019 0:00,172443,194244,240785
3/9/2019 0:00,159356,181024,227691
3/10/2019 0:00,154650,172647,221057
3/11/2019 0:00,155718,174279,217089
3/12/2019 0:00,149935,171073,217306
3/13/2019 0:00,148821,165319,215410
3/14/2019 0:00,155699,173738,219382
3/15/2019 0:00,161921,178936,229295
3/16/2019 0:00,156583,175007,225143
3/17/2019 0:00,152896,168721,222642
3/18/2019 0:00,149222,168181,216930
3/19/2019 0:00,146227,165078,210662
3/20/2019 0:00,134944,153979,204837
3/21/2019 0:00,140035,158674,199827
3/22/2019 0:00,137727,156707,199129
3/23/2019 0:00,131282,149434,194866
3/24/2019 0:00,126458,141399,190365
3/25/2019 0:00,118618,130125,176207
3/26/2019 0:00,119375,132430,176035
3/27/2019 0:00,118826,134299,178455
3/28/2019 0:00,126965,143386,183027
3/29/2019 0:00,136955,146870,187938
3/30/2019 0:00,128285,137437,183766
3/31/2019 0:00,127348,136865,183373
4/1/2019 0:00,127339,139209,184132
4/2/2019 0:00,131603,143500,189470
4/3/2019 0:00,137873,148875,193000
4/4/2019 0:00,144664,157671,201267
4/5/2019 0:00,150451,166049,204373
4/6/2019 0:00,149049,162727,206778
4/7/2019 0:00,141175,154170,198380
4/8/2019 0:00,142807,157043,198329
4/9/2019 0:00,144052,159379,203410
4/10/2019 0:00,140635,156767,204255
4/11/2019 0:00,145725,160986,204493
4/12/2019 0:00,148239,164621,206964
4/13/2019 0:00,147770,163144,204585
4/14/2019 0:00,144969,161465,205606
4/15/2019 0:00,143965,162465,205157
4/16/2019 0:00,145236,162331,209419
4/17/2019 0:00,146965,159688,205135
4/18/2019 0:00,153993,167787,214085
4/19/2019 0:00,156067,171750,224897
4/20/2019 0:00,152513,167639,215083
4/21/2019 0:00,147591,164115,213452
4/22/2019 0:00,145710,161912,215833
4/23/2019 0:00,142894,159042,207839
4/24/2019 0:00,132386,147807,196520
4/25/2019 0:00,124771,138312,181167
4/26/2019 0:00,127423,138000,178679
4/27/2019 0:00,128292,139014,174706
4/28/2019 0:00,126587,135601,177457
4/29/2019 0:00,119893,128329,163143
4/30/2019 0:00,119282,126567,160724
5/1/2019 0:00,117748,127971,166138
5/2/2019 0:00,127279,138504,169400
5/3/2019 0:00,135000,144642,173179
5/4/2019 0:00,134858,143881,170800
5/5/2019 0:00,130618,139942,168368
5/6/2019 0:00,125009,135842,167450
5/7/2019 0:00,114561,126825,159906
5/8/2019 0:00,110033,121305,152000
5/9/2019 0:00,110539,124029,152923
5/10/2019 0:00,106701,121169,161522
5/11/2019 0:00,100724,114518,146556
5/12/2019 0:00,98949,111128,141308
5/13/2019 0:00,95720,104224,137955
5/14/2019 0:00,96073,105465,135667
5/15/2019 0:00,95552,104488,136938
5/16/2019 0:00,99438,113188,140667
5/17/2019 0:00,100011,113216,147190
5/18/2019 0:00,95770,105872,133833
5/19/2019 0:00,96458,103489,134179
5/20/2019 0:00,97266,103347,140385
5/21/2019 0:00,94458,102987,135389
5/22/2019 0:00,88046,95446,118967
5/23/2019 0:00,92112,100947,121143
5/24/2019 0:00,101556,110104,127050
5/25/2019 0:00,113746,124803,149900
5/26/2019 0:00,110379,122119,154250
5/27/2019 0:00,112893,124748,153294
5/28/2019 0:00,108463,122700,153333
5/29/2019 0:00,98355,109694,140000
5/30/2019 0:00,95790,106746,135933
5/31/2019 0:00,94985,106073,134667
6/1/2019 0:00,89407,96238,123600
6/2/2019 0:00,83890,90551,112500
6/3/2019 0:00,85275,93468,115846
6/4/2019 0:00,83929,90116,117444
6/5/2019 0:00,77910,83829,107333
6/6/2019 0:00,83873,89042,117833
6/7/2019 0:00,86157,92667,118000
6/8/2019 0:00,84948,88341,110667
6/9/2019 0:00,81826,85873,110500
6/10/2019 0:00,78692,85793,107833
6/11/2019 0:00,76402,84062,108750
6/12/2019 0:00,73590,78143,106200
6/13/2019 0:00,75858,81036,105200
6/14/2019 0:00,78216,81145,105500
6/15/2019 0:00,72322,76937,97500
6/16/2019 0:00,68901,73152,97333
6/17/2019 0:00,69692,75579,92625
6/18/2019 0:00,65775,71098,94625
6/19/2019 0:00,60938,65994,95750
6/20/2019 0:00,65811,71027,90813
6/21/2019 0:00,70517,76693,92333
6/22/2019 0:00,64753,70794,90100
6/23/2019 0:00,62960,67222,84458
6/24/2019 0:00,63864,67569,86900
6/25/2019 0:00,58444,60143,81750
6/26/2019 0:00,56750,59264,77944
6/27/2019 0:00,60290,62591,78083
6/28/2019 0:00,62825,64449,86875
6/29/2019 0:00,60381,61983,82083
6/30/2019 0:00,57835,60128,79250
7/1/2019 0:00,60061,64112,79591
7/2/2019 0:00,62086,65135,81611
7/3/2019 0:00,58853,62130,81125
7/4/2019 0:00,53337,57594,74500
7/5/2019 0:00,59116,62463,80750
7/6/2019 0:00,57529,62860,78750
7/7/2019 0:00,56465,60109,79900
7/8/2019 0:00,60030,64153,81167
7/9/2019 0:00,58368,61176,76917
